Approval,Date,Value,Variable
Disapprove,29/02/2012,0.54,Female
Don't know,29/02/2012,0.19,Female
Approve,07/03/2012,0.26,Female
Disapprove,07/03/2012,0.56,Female
Don't know,07/03/2012,0.18,Female
Approve,14/03/2012,0.26,Female
Disapprove,14/03/2012,0.54,Female
Don't know,14/03/2012,0.2,Female
Approve,21/03/2012,0.25,Female
Disapprove,21/03/2012,0.58,Female
Don't know,21/03/2012,0.18,Female
Approve,28/03/2012,0.23,Female
Disapprove,28/03/2012,0.58,Female
Don't know,28/03/2012,0.18,Female
Approve,04/04/2012,0.2,Female
Disapprove,04/04/2012,0.63,Female
Don't know,04/04/2012,0.17,Female
Approve,11/04/2012,0.22,Female
Disapprove,11/04/2012,0.6,Female
Don't know,11/04/2012,0.17,Female
Approve,18/04/2012,0.21,Female
Disapprove,18/04/2012,0.62,Female
Don't know,18/04/2012,0.18,Female
Approve,25/04/2012,0.19,Female
Disapprove,25/04/2012,0.63,Female
Don't know,25/04/2012,0.17,Female
Approve,02/05/2012,0.21,Female
Disapprove,02/05/2012,0.62,Female
Don't know,02/05/2012,0.17,Female
Approve,09/05/2012,0.21,Female
Disapprove,09/05/2012,0.62,Female
Don't know,09/05/2012,0.18,Female
Approve,16/05/2012,0.2,Female
Disapprove,16/05/2012,0.62,Female
Don't know,16/05/2012,0.18,Female
Approve,23/05/2012,0.21,Female
Disapprove,23/05/2012,0.61,Female
Don't know,23/05/2012,0.18,Female
Approve,30/05/2012,0.2,Female
Disapprove,30/05/2012,0.62,Female
Don't know,30/05/2012,0.18,Female
Approve,06/06/2012,0.22,Female
Disapprove,06/06/2012,0.61,Female
Don't know,06/06/2012,0.17,Female
Approve,13/06/2012,0.22,Female
Disapprove,13/06/2012,0.59,Female
Don't know,13/06/2012,0.19,Female
Approve,20/06/2012,0.21,Female
Disapprove,20/06/2012,0.6,Female
Don't know,20/06/2012,0.19,Female
Approve,27/06/2012,0.22,Female
Disapprove,27/06/2012,0.6,Female
Don't know,27/06/2012,0.18,Female
Approve,04/07/2012,0.21,Female
Disapprove,04/07/2012,0.61,Female
Don't know,04/07/2012,0.18,Female
Approve,11/07/2012,0.21,Female
Disapprove,11/07/2012,0.59,Female
Don't know,11/07/2012,0.19,Female
Approve,18/07/2012,0.2,Female
Disapprove,18/07/2012,0.61,Female
Don't know,18/07/2012,0.19,Female
Approve,25/07/2012,0.21,Female
Disapprove,25/07/2012,0.61,Female
Don't know,25/07/2012,0.18,Female
Approve,01/08/2012,0.21,Female
Disapprove,01/08/2012,0.59,Female
Don't know,01/08/2012,0.2,Female
Approve,08/08/2012,0.22,Female
Disapprove,08/08/2012,0.6,Female
Don't know,08/08/2012,0.18,Female
Approve,15/08/2012,0.22,Female
Disapprove,15/08/2012,0.59,Female
Don't know,15/08/2012,0.19,Female
Approve,21/08/2012,0.21,Female
Disapprove,21/08/2012,0.59,Female
Don't know,21/08/2012,0.2,Female
Approve,29/08/2012,0.21,Female
Disapprove,29/08/2012,0.6,Female
Don't know,29/08/2012,0.19,Female
Approve,05/09/2012,0.21,Female
Disapprove,05/09/2012,0.61,Female
Don't know,05/09/2012,0.18,Female
Approve,12/09/2012,0.21,Female
Disapprove,12/09/2012,0.6,Female
Don't know,12/09/2012,0.19,Female
Approve,19/09/2012,0.22,Female
Disapprove,19/09/2012,0.59,Female
Don't know,19/09/2012,0.19,Female
Approve,26/09/2012,0.21,Female
Disapprove,26/09/2012,0.61,Female
Don't know,26/09/2012,0.18,Female
Approve,03/10/2012,0.2,Female
Disapprove,03/10/2012,0.59,Female
Don't know,03/10/2012,0.21,Female
Approve,10/10/2012,0.22,Female
Disapprove,10/10/2012,0.59,Female
Don't know,10/10/2012,0.19,Female
Approve,17/10/2012,0.24,Female
Disapprove,17/10/2012,0.59,Female
Don't know,17/10/2012,0.17,Female
Approve,24/10/2012,0.22,Female
Disapprove,24/10/2012,0.59,Female
Don't know,24/10/2012,0.19,Female
Approve,31/10/2012,0.25,Female
Disapprove,31/10/2012,0.57,Female
Don't know,31/10/2012,0.17,Female
Approve,06/11/2012,0.25,Female
Disapprove,06/11/2012,0.56,Female
Don't know,06/11/2012,0.18,Female
Approve,14/11/2012,0.24,Female
Disapprove,14/11/2012,0.58,Female
Don't know,14/11/2012,0.18,Female
Approve,21/11/2012,0.23,Female
Disapprove,21/11/2012,0.58,Female
Don't know,21/11/2012,0.2,Female
Approve,28/11/2012,0.23,Female
Disapprove,28/11/2012,0.59,Female
Don't know,28/11/2012,0.19,Female
Approve,05/12/2012,0.23,Female
Disapprove,05/12/2012,0.58,Female
Don't know,05/12/2012,0.19,Female
Approve,12/12/2012,0.23,Female
Disapprove,12/12/2012,0.58,Female
Don't know,12/12/2012,0.2,Female
Approve,19/12/2012,0.23,Female
Disapprove,19/12/2012,0.57,Female
Don't know,19/12/2012,0.2,Female
Approve,21/12/2012,0.23,Female
Disapprove,21/12/2012,0.57,Female
Don't know,21/12/2012,0.19,Female
Approve,02/01/2013,0.21,Female
Disapprove,02/01/2013,0.59,Female
Don't know,02/01/2013,0.2,Female
Approve,09/01/2013,0.24,Female
Disapprove,09/01/2013,0.55,Female
Don't know,09/01/2013,0.21,Female
Approve,15/01/2013,0.24,Female
Disapprove,15/01/2013,0.58,Female
Don't know,15/01/2013,0.18,Female
Approve,23/01/2013,0.24,Female
Disapprove,23/01/2013,0.56,Female
Don't know,23/01/2013,0.2,Female
Approve,30/01/2013,0.24,Female
Disapprove,30/01/2013,0.58,Female
Don't know,30/01/2013,0.19,Female
Approve,06/02/2013,0.22,Female
Disapprove,06/02/2013,0.59,Female
Don't know,06/02/2013,0.19,Female
Approve,12/02/2013,0.22,Female
Disapprove,12/02/2013,0.59,Female
Don't know,12/02/2013,0.19,Female
Approve,20/02/2013,0.22,Female
Disapprove,20/02/2013,0.59,Female
Don't know,20/02/2013,0.19,Female
Approve,27/02/2013,0.23,Female
Disapprove,27/02/2013,0.59,Female
Don't know,27/02/2013,0.18,Female
Approve,06/03/2013,0.2,Female
Disapprove,06/03/2013,0.6,Female
Don't know,06/03/2013,0.2,Female
Approve,12/03/2013,0.21,Female
Disapprove,12/03/2013,0.62,Female
Don't know,12/03/2013,0.17,Female
Approve,20/03/2013,0.21,Female
Disapprove,20/03/2013,0.59,Female
Don't know,20/03/2013,0.2,Female
Approve,27/03/2013,0.21,Female
Disapprove,27/03/2013,0.61,Female
Don't know,27/03/2013,0.18,Female
Approve,03/04/2013,0.21,Female
Disapprove,03/04/2013,0.6,Female
Don't know,03/04/2013,0.19,Female
Approve,09/04/2013,0.23,Female
Disapprove,09/04/2013,0.6,Female
Don't know,09/04/2013,0.17,Female
Approve,16/04/2013,0.25,Female
Disapprove,16/04/2013,0.57,Female
Don't know,16/04/2013,0.18,Female
Approve,24/04/2013,0.25,Female
Disapprove,24/04/2013,0.57,Female
Don't know,24/04/2013,0.18,Female
Approve,30/04/2013,0.23,Female
Disapprove,30/04/2013,0.58,Female
Don't know,30/04/2013,0.18,Female
Approve,08/05/2013,0.23,Female
Disapprove,08/05/2013,0.6,Female
Don't know,08/05/2013,0.18,Female
Approve,15/05/2013,0.23,Female
Disapprove,15/05/2013,0.58,Female
Don't know,15/05/2013,0.19,Female
Approve,22/05/2013,0.22,Female
Disapprove,22/05/2013,0.6,Female
Don't know,22/05/2013,0.18,Female
Approve,29/05/2013,0.21,Female
Disapprove,29/05/2013,0.59,Female
Don't know,29/05/2013,0.19,Female
Approve,05/06/2013,0.21,Female
Disapprove,05/06/2013,0.6,Female
Don't know,05/06/2013,0.18,Female
Approve,12/06/2013,0.22,Female
Disapprove,12/06/2013,0.58,Female
Don't know,12/06/2013,0.2,Female
Approve,19/06/2013,0.21,Female
Disapprove,19/06/2013,0.6,Female
Don't know,19/06/2013,0.19,Female
Approve,26/06/2013,0.23,Female
Disapprove,26/06/2013,0.57,Female
Don't know,26/06/2013,0.2,Female
Approve,03/07/2013,0.23,Female
Disapprove,03/07/2013,0.56,Female
Don't know,03/07/2013,0.21,Female
Approve,10/07/2013,0.24,Female
Disapprove,10/07/2013,0.57,Female
Don't know,10/07/2013,0.19,Female
Approve,16/07/2013,0.24,Female
Disapprove,16/07/2013,0.56,Female
Don't know,16/07/2013,0.2,Female
Approve,24/07/2013,0.25,Female
Disapprove,24/07/2013,0.57,Female
Don't know,24/07/2013,0.18,Female
Approve,30/07/2013,0.26,Female
Disapprove,30/07/2013,0.55,Female
Don't know,30/07/2013,0.19,Female
Approve,07/08/2013,0.24,Female
Disapprove,07/08/2013,0.56,Female
Don't know,07/08/2013,0.19,Female
Approve,14/08/2013,0.25,Female
Disapprove,14/08/2013,0.55,Female
Don't know,14/08/2013,0.2,Female
Approve,21/08/2013,0.25,Female
Disapprove,21/08/2013,0.57,Female
Don't know,21/08/2013,0.18,Female
Approve,28/08/2013,0.23,Female
Disapprove,28/08/2013,0.57,Female
Don't know,28/08/2013,0.2,Female
Approve,04/09/2013,0.26,Female
Disapprove,04/09/2013,0.55,Female
Don't know,04/09/2013,0.19,Female
Approve,11/09/2013,0.24,Female
Disapprove,11/09/2013,0.56,Female
Don't know,11/09/2013,0.2,Female
Approve,18/09/2013,0.26,Female
Disapprove,18/09/2013,0.54,Female
Don't know,18/09/2013,0.2,Female
Approve,23/09/2013,0.26,Female
Disapprove,23/09/2013,0.55,Female
Don't know,23/09/2013,0.18,Female
Approve,02/10/2013,0.27,Female
Disapprove,02/10/2013,0.55,Female
Don't know,02/10/2013,0.18,Female
Approve,09/10/2013,0.29,Female
Disapprove,09/10/2013,0.54,Female
Don't know,09/10/2013,0.17,Female
Approve,16/10/2013,0.28,Female
Disapprove,16/10/2013,0.53,Female
Don't know,16/10/2013,0.19,Female
Approve,23/10/2013,0.26,Female
Disapprove,23/10/2013,0.57,Female
Don't know,23/10/2013,0.18,Female
Approve,30/10/2013,0.24,Female
Disapprove,30/10/2013,0.57,Female
Don't know,30/10/2013,0.18,Female
Approve,06/11/2013,0.24,Female
Disapprove,06/11/2013,0.56,Female
Don't know,06/11/2013,0.19,Female
Approve,12/11/2013,0.24,Female
Disapprove,12/11/2013,0.58,Female
Don't know,12/11/2013,0.18,Female
Approve,20/11/2013,0.24,Female
Disapprove,20/11/2013,0.56,Female
Don't know,20/11/2013,0.19,Female
Approve,27/11/2013,0.25,Female
Disapprove,27/11/2013,0.55,Female
Don't know,27/11/2013,0.19,Female
Approve,04/12/2013,0.25,Female
Disapprove,04/12/2013,0.55,Female
Don't know,04/12/2013,0.2,Female
Approve,10/12/2013,0.25,Female
Disapprove,10/12/2013,0.54,Female
Don't know,10/12/2013,0.21,Female
Approve,12/12/2013,0.29,Female
Disapprove,12/12/2013,0.52,Female
Don't know,12/12/2013,0.19,Female
Approve,19/12/2013,0.26,Female
Disapprove,19/12/2013,0.55,Female
Don't know,19/12/2013,0.19,Female
Approve,08/01/2014,0.26,Female
Disapprove,08/01/2014,0.54,Female
Don't know,08/01/2014,0.19,Female
Approve,15/01/2014,0.25,Female
Disapprove,15/01/2014,0.55,Female
Don't know,15/01/2014,0.19,Female
Approve,22/01/2014,0.27,Female
Disapprove,22/01/2014,0.55,Female
Don't know,22/01/2014,0.18,Female
Approve,29/01/2014,0.27,Female
Disapprove,29/01/2014,0.53,Female
Don't know,29/01/2014,0.2,Female
Approve,30/01/2014,0.32,Female
Disapprove,30/01/2014,0.5,Female
Don't know,30/01/2014,0.18,Female
Approve,12/02/2014,0.25,Female
Disapprove,12/02/2014,0.55,Female
Don't know,12/02/2014,0.2,Female
Approve,18/02/2014,0.27,Female
Disapprove,18/02/2014,0.54,Female
Don't know,18/02/2014,0.19,Female
Approve,26/02/2014,0.26,Female
Disapprove,26/02/2014,0.57,Female
Don't know,26/02/2014,0.17,Female
Approve,05/03/2014,0.27,Female
Disapprove,05/03/2014,0.56,Female
Don't know,05/03/2014,0.17,Female
Approve,12/03/2014,0.27,Female
Disapprove,12/03/2014,0.54,Female
Don't know,12/03/2014,0.19,Female
Approve,19/03/2014,0.27,Female
Disapprove,19/03/2014,0.54,Female
Don't know,19/03/2014,0.19,Female
Approve,26/03/2014,0.29,Female
Disapprove,26/03/2014,0.52,Female
Don't know,26/03/2014,0.18,Female
Approve,02/04/2014,0.29,Female
Disapprove,02/04/2014,0.52,Female
Don't know,02/04/2014,0.19,Female
Approve,09/04/2014,0.28,Female
Disapprove,09/04/2014,0.53,Female
Don't know,09/04/2014,0.19,Female
Approve,16/04/2014,0.28,Female
Disapprove,16/04/2014,0.54,Female
Don't know,16/04/2014,0.18,Female
Approve,23/04/2014,0.28,Female
Disapprove,23/04/2014,0.52,Female
Don't know,23/04/2014,0.2,Female
Approve,30/04/2014,0.29,Female
Disapprove,30/04/2014,0.52,Female
Don't know,30/04/2014,0.19,Female
Approve,07/05/2014,0.28,Female
Disapprove,07/05/2014,0.53,Female
Don't know,07/05/2014,0.19,Female
Approve,14/05/2014,0.27,Female
Disapprove,14/05/2014,0.53,Female
Don't know,14/05/2014,0.19,Female
Approve,21/05/2014,0.27,Female
Disapprove,21/05/2014,0.56,Female
Don't know,21/05/2014,0.17,Female
Approve,28/05/2014,0.27,Female
Disapprove,28/05/2014,0.55,Female
Don't know,28/05/2014,0.18,Female
Approve,04/06/2014,0.27,Female
Disapprove,04/06/2014,0.54,Female
Don't know,04/06/2014,0.19,Female
Approve,11/06/2014,0.27,Female
Disapprove,11/06/2014,0.55,Female
Don't know,11/06/2014,0.18,Female
Approve,18/06/2014,0.28,Female
Disapprove,18/06/2014,0.53,Female
Don't know,18/06/2014,0.2,Female
Approve,25/06/2014,0.28,Female
Disapprove,25/06/2014,0.53,Female
Don't know,25/06/2014,0.19,Female
Approve,01/07/2014,0.27,Female
Disapprove,01/07/2014,0.54,Female
Don't know,01/07/2014,0.19,Female
Approve,09/07/2014,0.27,Female
Disapprove,09/07/2014,0.52,Female
Don't know,09/07/2014,0.21,Female
Approve,16/07/2014,0.26,Female
Disapprove,16/07/2014,0.53,Female
Don't know,16/07/2014,0.2,Female
Approve,23/07/2014,0.27,Female
Disapprove,23/07/2014,0.54,Female
Don't know,23/07/2014,0.19,Female
Approve,30/07/2014,0.28,Female
Disapprove,30/07/2014,0.52,Female
Don't know,30/07/2014,0.2,Female
Approve,04/08/2014,0.29,Female
Disapprove,04/08/2014,0.52,Female
Don't know,04/08/2014,0.19,Female
Approve,12/08/2014,0.27,Female
Disapprove,12/08/2014,0.52,Female
Don't know,12/08/2014,0.21,Female
Approve,20/08/2014,0.28,Female
Disapprove,20/08/2014,0.51,Female
Don't know,20/08/2014,0.21,Female
Approve,27/08/2014,0.27,Female
Disapprove,27/08/2014,0.53,Female
Don't know,27/08/2014,0.2,Female
Approve,03/09/2014,0.26,Female
Disapprove,03/09/2014,0.54,Female
Don't know,03/09/2014,0.2,Female
Approve,10/09/2014,0.27,Female
Disapprove,10/09/2014,0.55,Female
Don't know,10/09/2014,0.18,Female
Approve,17/09/2014,0.26,Female
Disapprove,17/09/2014,0.55,Female
Don't know,17/09/2014,0.18,Female
Approve,24/09/2014,0.27,Female
Disapprove,24/09/2014,0.53,Female
Don't know,24/09/2014,0.2,Female
Approve,01/10/2014,0.28,Female
Disapprove,01/10/2014,0.55,Female
Don't know,01/10/2014,0.17,Female
Approve,08/10/2014,0.29,Female
Disapprove,08/10/2014,0.53,Female
Don't know,08/10/2014,0.17,Female
Approve,15/10/2014,0.27,Female
Disapprove,15/10/2014,0.54,Female
Don't know,15/10/2014,0.18,Female
Approve,22/10/2014,0.28,Female
Disapprove,22/10/2014,0.54,Female
Don't know,22/10/2014,0.18,Female
Approve,29/10/2014,0.27,Female
Disapprove,29/10/2014,0.54,Female
Don't know,29/10/2014,0.19,Female
Approve,05/11/2014,0.28,Female
Disapprove,05/11/2014,0.52,Female
Don't know,05/11/2014,0.2,Female
Approve,12/11/2014,0.26,Female
Disapprove,12/11/2014,0.55,Female
Don't know,12/11/2014,0.18,Female
Approve,19/11/2014,0.27,Female
Disapprove,19/11/2014,0.53,Female
Don't know,19/11/2014,0.2,Female
Approve,26/11/2014,0.27,Female
Disapprove,26/11/2014,0.55,Female
Don't know,26/11/2014,0.18,Female
Approve,03/12/2014,0.27,Female
Disapprove,03/12/2014,0.54,Female
Don't know,03/12/2014,0.19,Female
Approve,09/12/2014,0.27,Female
Disapprove,09/12/2014,0.56,Female
Don't know,09/12/2014,0.18,Female
Approve,17/12/2014,0.27,Female
Disapprove,17/12/2014,0.53,Female
Don't know,17/12/2014,0.19,Female
Approve,22/12/2014,0.27,Female
Disapprove,22/12/2014,0.53,Female
Don't know,22/12/2014,0.2,Female
Approve,07/01/2015,0.29,Female
Disapprove,07/01/2015,0.52,Female
Don't know,07/01/2015,0.19,Female
Approve,14/01/2015,0.27,Female
Disapprove,14/01/2015,0.54,Female
Don't know,14/01/2015,0.19,Female
Approve,21/01/2015,0.28,Female
Disapprove,21/01/2015,0.53,Female
Don't know,21/01/2015,0.19,Female
Approve,28/01/2015,0.3,Female
Disapprove,28/01/2015,0.52,Female
Don't know,28/01/2015,0.18,Female
Approve,04/02/2015,0.28,Female
Disapprove,04/02/2015,0.52,Female
Don't know,04/02/2015,0.2,Female
Approve,11/02/2015,0.29,Female
Disapprove,11/02/2015,0.52,Female
Don't know,11/02/2015,0.19,Female
Approve,18/02/2015,0.28,Female
Disapprove,18/02/2015,0.53,Female
Don't know,18/02/2015,0.19,Female
Approve,24/02/2015,0.29,Female
Disapprove,24/02/2015,0.52,Female
Don't know,24/02/2015,0.19,Female
Approve,04/03/2015,0.3,Female
Disapprove,04/03/2015,0.51,Female
Don't know,04/03/2015,0.18,Female
Approve,11/03/2015,0.29,Female
Disapprove,11/03/2015,0.51,Female
Don't know,11/03/2015,0.19,Female
Approve,18/03/2015,0.3,Female
Disapprove,18/03/2015,0.51,Female
Don't know,18/03/2015,0.2,Female
Approve,25/03/2015,0.32,Female
Disapprove,25/03/2015,0.49,Female
Don't know,25/03/2015,0.19,Female
Approve,01/04/2015,0.31,Female
Disapprove,01/04/2015,0.5,Female
Don't know,01/04/2015,0.19,Female
Approve,08/04/2015,0.34,Female
Disapprove,08/04/2015,0.48,Female
Don't know,08/04/2015,0.18,Female
Approve,15/04/2015,0.33,Female
Disapprove,15/04/2015,0.5,Female
Don't know,15/04/2015,0.17,Female
Approve,21/04/2015,0.34,Female
Disapprove,21/04/2015,0.49,Female
Don't know,21/04/2015,0.17,Female
Approve,28/04/2015,0.35,Female
Disapprove,28/04/2015,0.49,Female
Don't know,28/04/2015,0.17,Female
Approve,05/05/2015,0.34,Female
Disapprove,05/05/2015,0.49,Female
Don't know,05/05/2015,0.17,Female
Approve,13/05/2015,0.37,Female
Disapprove,13/05/2015,0.47,Female
Don't know,13/05/2015,0.16,Female
Approve,18/05/2015,0.37,Female
Disapprove,18/05/2015,0.45,Female
Don't know,18/05/2015,0.19,Female
Approve,26/05/2015,0.36,Female
Disapprove,26/05/2015,0.47,Female
Don't know,26/05/2015,0.17,Female
Approve,02/06/2015,0.35,Female
Disapprove,02/06/2015,0.45,Female
Don't know,02/06/2015,0.2,Female
Approve,10/06/2015,0.37,Female
Disapprove,10/06/2015,0.44,Female
Don't know,10/06/2015,0.19,Female
Approve,16/06/2015,0.36,Female
Disapprove,16/06/2015,0.42,Female
Don't know,16/06/2015,0.22,Female
Approve,24/06/2015,0.35,Female
Disapprove,24/06/2015,0.44,Female
Don't know,24/06/2015,0.21,Female
Approve,01/07/2015,0.36,Female
Disapprove,01/07/2015,0.46,Female
Don't know,01/07/2015,0.18,Female
Approve,07/07/2015,0.35,Female
Disapprove,07/07/2015,0.45,Female
Don't know,07/07/2015,0.19,Female
Approve,13/07/2015,0.37,Female
Disapprove,13/07/2015,0.44,Female
Don't know,13/07/2015,0.2,Female
Approve,24/08/2015,0.31,Female
Disapprove,24/08/2015,0.5,Female
Don't know,24/08/2015,0.2,Female
Approve,18/09/2015,0.33,Female
Disapprove,18/09/2015,0.51,Female
Don't know,18/09/2015,0.17,Female
Approve,26/10/2015,0.29,Female
Disapprove,26/10/2015,0.52,Female
Don't know,26/10/2015,0.19,Female
Approve,23/11/2015,0.3,Female
Disapprove,23/11/2015,0.48,Female
Don't know,23/11/2015,0.21,Female
Approve,23/12/2015,0.29,Female
Disapprove,23/12/2015,0.49,Female
Don't know,23/12/2015,0.22,Female
Approve,25/01/2016,0.28,Female
Disapprove,25/01/2016,0.51,Female
Don't know,25/01/2016,0.2,Female
Approve,23/02/2016,0.26,Female
Disapprove,23/02/2016,0.51,Female
Don't know,23/02/2016,0.23,Female
Approve,21/03/2016,0.17,Female
Disapprove,21/03/2016,0.59,Female
Don't know,21/03/2016,0.24,Female
Approve,25/04/2016,0.19,Female
Disapprove,25/04/2016,0.55,Female
Don't know,25/04/2016,0.26,Female
Approve,02/05/2016,0.21,Female
Disapprove,02/05/2016,0.56,Female
Don't know,02/05/2016,0.23,Female
Approve,20/05/2016,0.22,Female
Disapprove,20/05/2016,0.52,Female
Don't know,20/05/2016,0.26,Female
Approve,05/06/2016,0.14,Female
Disapprove,05/06/2016,0.59,Female
Don't know,05/06/2016,0.26,Female
Approve,04/07/2016,0.2,Female
Disapprove,04/07/2016,0.54,Female
Don't know,04/07/2016,0.26,Female
Approve,22/07/2016,0.25,Female
Disapprove,22/07/2016,0.45,Female
Don't know,22/07/2016,0.3,Female
Approve,01/09/2016,0.23,Female
Disapprove,01/09/2016,0.43,Female
Don't know,01/09/2016,0.34,Female
Approve,19/09/2016,0.21,Female
Disapprove,19/09/2016,0.46,Female
Don't know,19/09/2016,0.34,Female
Approve,24/10/2016,0.24,Female
Disapprove,24/10/2016,0.38,Female
Don't know,24/10/2016,0.38,Female
Approve,22/11/2016,0.23,Female
Disapprove,22/11/2016,0.45,Female
Don't know,22/11/2016,0.32,Female
Approve,15/12/2016,0.25,Female
Disapprove,15/12/2016,0.45,Female
Don't know,15/12/2016,0.31,Female
Approve,24/01/2017,0.25,Female
Disapprove,24/01/2017,0.37,Female
Don't know,24/01/2017,0.37,Female
Approve,20/02/2017,0.28,Female
Disapprove,20/02/2017,0.4,Female
Don't know,20/02/2017,0.32,Female
Approve,29/03/2017,0.29,Female
Disapprove,29/03/2017,0.41,Female
Don't know,29/03/2017,0.31,Female
Approve,21/04/2017,0.33,Female
Disapprove,21/04/2017,0.38,Female
Don't know,21/04/2017,0.3,Female
Approve,28/04/2017,0.3,Female
Disapprove,28/04/2017,0.42,Female
Don't know,28/04/2017,0.27,Female
Approve,22/05/2017,0.29,Female
Disapprove,22/05/2017,0.44,Female
Don't know,22/05/2017,0.27,Female
Approve,26/06/2017,0.22,Female
Disapprove,26/06/2017,0.5,Female
Don't know,26/06/2017,0.28,Female
Approve,24/07/2017,0.2,Female
Disapprove,24/07/2017,0.51,Female
Don't know,24/07/2017,0.29,Female
Approve,24/08/2017,0.21,Female
Disapprove,24/08/2017,0.5,Female
Don't know,24/08/2017,0.3,Female
Approve,27/09/2017,0.2,Female
Disapprove,27/09/2017,0.5,Female
Don't know,27/09/2017,0.3,Female
Approve,19/10/2017,0.18,Female
Disapprove,19/10/2017,0.5,Female
Don't know,19/10/2017,0.31,Female
Approve,17/11/2017,0.2,Female
Disapprove,17/11/2017,0.52,Female
Don't know,17/11/2017,0.28,Female
Approve,15/12/2017,0.17,Female
Disapprove,15/12/2017,0.45,Female
Don't know,15/12/2017,0.38,Female
Approve,28/02/2018,0.21,Female
Disapprove,28/02/2018,0.49,Female
Don't know,28/02/2018,0.3,Female
Approve,24/03/2018,0.23,Female
Disapprove,24/03/2018,0.47,Female
Don't know,24/03/2018,0.3,Female
Approve,19/04/2018,0.23,Female
Disapprove,19/04/2018,0.45,Female
Don't know,19/04/2018,0.32,Female
Approve,26/04/2018,0.23,Female
Disapprove,26/04/2018,0.45,Female
Don't know,26/04/2018,0.32,Female
Approve,11/06/2018,0.21,Female
Disapprove,11/06/2018,0.46,Female
Don't know,11/06/2018,0.33,Female
Approve,04/07/2018,0.22,Female
Disapprove,04/07/2018,0.34,Female
Don't know,04/07/2018,0.44,Female
Approve,24/07/2018,0.17,Female
Disapprove,24/07/2018,0.53,Female
Don't know,24/07/2018,0.3,Female
Approve,22/08/2018,0.18,Female
Disapprove,22/08/2018,0.49,Female
Don't know,22/08/2018,0.33,Female
Approve,21/09/2018,0.16,Female
Disapprove,21/09/2018,0.56,Female
Don't know,21/09/2018,0.28,Female
Approve,23/10/2018,0.17,Female
Disapprove,23/10/2018,0.47,Female
Don't know,23/10/2018,0.36,Female
Approve,22/11/2018,0.18,Female
Disapprove,22/11/2018,0.52,Female
Don't know,22/11/2018,0.3,Female
Approve,17/12/2018,0.18,Female
Disapprove,17/12/2018,0.56,Female
Don't know,17/12/2018,0.26,Female
Approve,23/01/2019,0.13,Female
Disapprove,23/01/2019,0.54,Female
Don't know,23/01/2019,0.33,Female
Approve,27/03/2019,0.1,Female
Disapprove,27/03/2019,0.63,Female
Don't know,27/03/2019,0.27,Female
Approve,01/05/2019,0.09,Female
Disapprove,01/05/2019,0.61,Female
Don't know,01/05/2019,0.29,Female
Approve,13/05/2019,0.07,Female
Disapprove,13/05/2019,0.67,Female
Don't know,13/05/2019,0.27,Female
Approve,24/06/2019,0.09,Female
Disapprove,24/06/2019,0.69,Female
Don't know,24/06/2019,0.21,Female
Approve,01/07/2019,0.1,Female
Disapprove,01/07/2019,0.65,Female
Don't know,01/07/2019,0.24,Female
Approve,08/07/2019,0.09,Female
Disapprove,08/07/2019,0.66,Female
Don't know,08/07/2019,0.26,Female
Approve,14/07/2019,0.13,Female
Disapprove,14/07/2019,0.66,Female
Don't know,14/07/2019,0.21,Female
Approve,22/07/2019,0.09,Female
Disapprove,22/07/2019,0.66,Female
Don't know,22/07/2019,0.24,Female
Approve,29/07/2019,0.13,Female
Disapprove,29/07/2019,0.6,Female
Don't know,29/07/2019,0.27,Female
Approve,05/08/2019,0.13,Female
Disapprove,05/08/2019,0.61,Female
Don't know,05/08/2019,0.26,Female
Approve,11/08/2019,0.18,Female
Disapprove,11/08/2019,0.61,Female
Don't know,11/08/2019,0.21,Female
Approve,19/08/2019,0.13,Female
Disapprove,19/08/2019,0.62,Female
Don't know,19/08/2019,0.25,Female
Approve,26/08/2019,0.15,Female
Disapprove,26/08/2019,0.56,Female
Don't know,26/08/2019,0.29,Female
Approve,02/09/2019,0.18,Female
Disapprove,02/09/2019,0.55,Female
Don't know,02/09/2019,0.26,Female
Approve,09/09/2019,0.12,Female
Disapprove,09/09/2019,0.68,Female
Don't know,09/09/2019,0.2,Female
Approve,16/09/2019,0.12,Female
Disapprove,16/09/2019,0.69,Female
Don't know,16/09/2019,0.19,Female
Approve,23/09/2019,0.14,Female
Disapprove,23/09/2019,0.65,Female
Don't know,23/09/2019,0.22,Female
Approve,30/09/2019,0.12,Female
Disapprove,30/09/2019,0.66,Female
Don't know,30/09/2019,0.22,Female
Approve,06/10/2019,0.15,Female
Disapprove,06/10/2019,0.61,Female
Don't know,06/10/2019,0.23,Female
Approve,14/10/2019,0.12,Female
Disapprove,14/10/2019,0.63,Female
Don't know,14/10/2019,0.25,Female
Approve,21/10/2019,0.18,Female
Disapprove,21/10/2019,0.55,Female
Don't know,21/10/2019,0.26,Female
Approve,28/10/2019,0.16,Female
Disapprove,28/10/2019,0.6,Female
Don't know,28/10/2019,0.25,Female
Approve,04/11/2019,0.13,Female
Disapprove,04/11/2019,0.62,Female
Don't know,04/11/2019,0.25,Female
Approve,11/11/2019,0.15,Female
Disapprove,11/11/2019,0.61,Female
Don't know,11/11/2019,0.24,Female
Approve,18/11/2019,0.18,Female
Disapprove,18/11/2019,0.58,Female
Don't know,18/11/2019,0.24,Female
Approve,25/11/2019,0.18,Female
Disapprove,25/11/2019,0.58,Female
